ts,machine_id,tag,value,unit
2026-02-23T11:59:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T11:59:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T12:00:15+00:00,LNK-01,LineSpeed_mpm,180.189,m/min
2026-02-23T12:00:15+00:00,LNK-01,Tension_N,44.496,N
2026-02-23T12:00:15+00:00,LNK-01,SpoolRPM,1258.22,rpm
2026-02-23T12:00:15+00:00,LNK-01,SpoolDiameter_mm,539.972,mm
2026-02-23T12:00:15+00:00,LNK-01,MainMotorCurrent_A,40.882,A
2026-02-23T12:00:15+00:00,LNK-01,Vibration_mm_s,1.887,mm/s
2026-02-23T12:00:15+00:00,LNK-01,TempGearbox_C,63.793,C
2026-02-23T12:00:15+00:00,LNK-01,TempMotor_C,59.419,C
2026-02-23T12:00:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T12:00:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T12:00:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T12:01:15+00:00,LNK-01,LineSpeed_mpm,180.873,m/min
2026-02-23T12:01:15+00:00,LNK-01,Tension_N,43.385,N
2026-02-23T12:01:15+00:00,LNK-01,SpoolRPM,1255.825,rpm
2026-02-23T12:01:15+00:00,LNK-01,SpoolDiameter_mm,539.689,mm
2026-02-23T12:01:15+00:00,LNK-01,MainMotorCurrent_A,39.684,A
2026-02-23T12:01:15+00:00,LNK-01,Vibration_mm_s,1.825,mm/s
2026-02-23T12:01:15+00:00,LNK-01,TempGearbox_C,63.186,C
2026-02-23T12:01:15+00:00,LNK-01,TempMotor_C,59.181,C
2026-02-23T12:01:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T12:01:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T12:01:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T12:02:15+00:00,LNK-01,LineSpeed_mpm,180.608,m/min
2026-02-23T12:02:15+00:00,LNK-01,Tension_N,43.771,N
2026-02-23T12:02:15+00:00,LNK-01,SpoolRPM,1258.116,rpm
2026-02-23T12:02:15+00:00,LNK-01,SpoolDiameter_mm,539.59,mm
2026-02-23T12:02:15+00:00,LNK-01,MainMotorCurrent_A,39.985,A
2026-02-23T12:02:15+00:00,LNK-01,Vibration_mm_s,1.938,mm/s
2026-02-23T12:02:15+00:00,LNK-01,TempGearbox_C,63.626,C
2026-02-23T12:02:15+00:00,LNK-01,TempMotor_C,59.447,C
2026-02-23T12:02:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T12:02:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T12:02:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T12:03:15+00:00,LNK-01,LineSpeed_mpm,178.761,m/min
2026-02-23T12:03:15+00:00,LNK-01,Tension_N,44.21,N
2026-02-23T12:03:15+00:00,LNK-01,SpoolRPM,1254.822,rpm
2026-02-23T12:03:15+00:00,LNK-01,SpoolDiameter_mm,539.739,mm
2026-02-23T12:03:15+00:00,LNK-01,MainMotorCurrent_A,41.143,A
2026-02-23T12:03:15+00:00,LNK-01,Vibration_mm_s,1.89,mm/s
2026-02-23T12:03:15+00:00,LNK-01,TempGearbox_C,63.555,C
2026-02-23T12:03:15+00:00,LNK-01,TempMotor_C,59.509,C
2026-02-23T12:03:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T12:03:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T12:03:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T12:04:15+00:00,LNK-01,LineSpeed_mpm,181.459,m/min
2026-02-23T12:04:15+00:00,LNK-01,Tension_N,44.269,N
2026-02-23T12:04:15+00:00,LNK-01,SpoolRPM,1255.887,rpm
2026-02-23T12:04:15+00:00,LNK-01,SpoolDiameter_mm,539.372,mm
2026-02-23T12:04:15+00:00,LNK-01,MainMotorCurrent_A,40.066,A
2026-02-23T12:04:15+00:00,LNK-01,Vibration_mm_s,1.831,mm/s
2026-02-23T12:04:15+00:00,LNK-01,TempGearbox_C,63.28,C
2026-02-23T12:04:15+00:00,LNK-01,TempMotor_C,59.717,C
2026-02-23T12:04:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T12:04:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T12:04:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T12:05:15+00:00,LNK-01,LineSpeed_mpm,181.604,m/min
2026-02-23T12:05:15+00:00,LNK-01,Tension_N,43.718,N
2026-02-23T12:05:15+00:00,LNK-01,SpoolRPM,1262.724,rpm
2026-02-23T12:05:15+00:00,LNK-01,SpoolDiameter_mm,539.716,mm
2026-02-23T12:05:15+00:00,LNK-01,MainMotorCurrent_A,41.025,A
2026-02-23T12:05:15+00:00,LNK-01,Vibration_mm_s,1.861,mm/s
2026-02-23T12:05:15+00:00,LNK-01,TempGearbox_C,63.325,C
2026-02-23T12:05:15+00:00,LNK-01,TempMotor_C,59.161,C
2026-02-23T12:05:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T12:05:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T12:05:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T12:06:15+00:00,LNK-01,LineSpeed_mpm,180.355,m/min
2026-02-23T12:06:15+00:00,LNK-01,Tension_N,43.658,N
2026-02-23T12:06:15+00:00,LNK-01,SpoolRPM,1261.605,rpm
2026-02-23T12:06:15+00:00,LNK-01,SpoolDiameter_mm,540.198,mm
2026-02-23T12:06:15+00:00,LNK-01,MainMotorCurrent_A,40.203,A
2026-02-23T12:06:15+00:00,LNK-01,Vibration_mm_s,1.823,mm/s
2026-02-23T12:06:15+00:00,LNK-01,TempGearbox_C,63.913,C
2026-02-23T12:06:15+00:00,LNK-01,TempMotor_C,59.372,C
2026-02-23T12:06:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T12:06:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T12:06:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T12:07:15+00:00,LNK-01,LineSpeed_mpm,178.484,m/min
2026-02-23T12:07:15+00:00,LNK-01,Tension_N,43.402,N
2026-02-23T12:07:15+00:00,LNK-01,SpoolRPM,1254.021,rpm
2026-02-23T12:07:15+00:00,LNK-01,SpoolDiameter_mm,539.907,mm
2026-02-23T12:07:15+00:00,LNK-01,MainMotorCurrent_A,40.832,A
2026-02-23T12:07:15+00:00,LNK-01,Vibration_mm_s,1.855,mm/s
2026-02-23T12:07:15+00:00,LNK-01,TempGearbox_C,63.167,C
2026-02-23T12:07:15+00:00,LNK-01,TempMotor_C,59.271,C
2026-02-23T12:07:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T12:07:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T12:07:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T12:08:15+00:00,LNK-01,LineSpeed_mpm,182.115,m/min
2026-02-23T12:08:15+00:00,LNK-01,Tension_N,43.983,N
2026-02-23T12:08:15+00:00,LNK-01,SpoolRPM,1267.818,rpm
2026-02-23T12:08:15+00:00,LNK-01,SpoolDiameter_mm,540.121,mm
2026-02-23T12:08:15+00:00,LNK-01,MainMotorCurrent_A,39.585,A
2026-02-23T12:08:15+00:00,LNK-01,Vibration_mm_s,1.903,mm/s
2026-02-23T12:08:15+00:00,LNK-01,TempGearbox_C,63.663,C
2026-02-23T12:08:15+00:00,LNK-01,TempMotor_C,59.396,C
2026-02-23T12:08:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T12:08:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T12:08:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T12:09:15+00:00,LNK-01,LineSpeed_mpm,179.209,m/min
2026-02-23T12:09:15+00:00,LNK-01,Tension_N,44.12,N
2026-02-23T12:09:15+00:00,LNK-01,SpoolRPM,1254.08,rpm
2026-02-23T12:09:15+00:00,LNK-01,SpoolDiameter_mm,539.675,mm
2026-02-23T12:09:15+00:00,LNK-01,MainMotorCurrent_A,40.293,A
2026-02-23T12:09:15+00:00,LNK-01,Vibration_mm_s,1.94,mm/s
2026-02-23T12:09:15+00:00,LNK-01,TempGearbox_C,63.82,C
2026-02-23T12:09:15+00:00,LNK-01,TempMotor_C,59.179,C
2026-02-23T12:09:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T12:09:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T12:09:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T12:10:15+00:00,LNK-01,LineSpeed_mpm,180.155,m/min
2026-02-23T12:10:15+00:00,LNK-01,Tension_N,43.568,N
2026-02-23T12:10:15+00:00,LNK-01,SpoolRPM,1266.912,rpm
2026-02-23T12:10:15+00:00,LNK-01,SpoolDiameter_mm,540.091,mm
2026-02-23T12:10:15+00:00,LNK-01,MainMotorCurrent_A,40.046,A
2026-02-23T12:10:15+00:00,LNK-01,Vibration_mm_s,1.889,mm/s
2026-02-23T12:10:15+00:00,LNK-01,TempGearbox_C,63.609,C
2026-02-23T12:10:15+00:00,LNK-01,TempMotor_C,59.091,C
2026-02-23T12:10:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T12:10:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T12:10:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T12:11:15+00:00,LNK-01,LineSpeed_mpm,181.214,m/min
2026-02-23T12:11:15+00:00,LNK-01,Tension_N,44.003,N
2026-02-23T12:11:15+00:00,LNK-01,SpoolRPM,1264.783,rpm
2026-02-23T12:11:15+00:00,LNK-01,SpoolDiameter_mm,539.73,mm
2026-02-23T12:11:15+00:00,LNK-01,MainMotorCurrent_A,39.571,A
2026-02-23T12:11:15+00:00,LNK-01,Vibration_mm_s,1.839,mm/s
2026-02-23T12:11:15+00:00,LNK-01,TempGearbox_C,63.139,C
2026-02-23T12:11:15+00:00,LNK-01,TempMotor_C,59.714,C
2026-02-23T12:11:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T12:11:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T12:11:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T12:12:15+00:00,LNK-01,LineSpeed_mpm,181.689,m/min
2026-02-23T12:12:15+00:00,LNK-01,Tension_N,44.356,N
2026-02-23T12:12:15+00:00,LNK-01,SpoolRPM,1257.259,rpm
2026-02-23T12:12:15+00:00,LNK-01,SpoolDiameter_mm,539.238,mm
2026-02-23T12:12:15+00:00,LNK-01,MainMotorCurrent_A,40.976,A
2026-02-23T12:12:15+00:00,LNK-01,Vibration_mm_s,1.938,mm/s
2026-02-23T12:12:15+00:00,LNK-01,TempGearbox_C,63.194,C
2026-02-23T12:12:15+00:00,LNK-01,TempMotor_C,59.36,C
2026-02-23T12:12:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T12:12:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T12:12:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T12:13:15+00:00,LNK-01,LineSpeed_mpm,178.462,m/min
2026-02-23T12:13:15+00:00,LNK-01,Tension_N,44.274,N
2026-02-23T12:13:15+00:00,LNK-01,SpoolRPM,1264.607,rpm
2026-02-23T12:13:15+00:00,LNK-01,SpoolDiameter_mm,539.288,mm
2026-02-23T12:13:15+00:00,LNK-01,MainMotorCurrent_A,40.333,A
2026-02-23T12:13:15+00:00,LNK-01,Vibration_mm_s,1.875,mm/s
2026-02-23T12:13:15+00:00,LNK-01,TempGearbox_C,63.339,C
2026-02-23T12:13:15+00:00,LNK-01,TempMotor_C,59.671,C
2026-02-23T12:13:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T12:13:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T12:13:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T12:14:15+00:00,LNK-01,LineSpeed_mpm,179.889,m/min
2026-02-23T12:14:15+00:00,LNK-01,Tension_N,43.618,N
2026-02-23T12:14:15+00:00,LNK-01,SpoolRPM,1260.997,rpm
2026-02-23T12:14:15+00:00,LNK-01,SpoolDiameter_mm,539.87,mm
2026-02-23T12:14:15+00:00,LNK-01,MainMotorCurrent_A,39.896,A
2026-02-23T12:14:15+00:00,LNK-01,Vibration_mm_s,1.836,mm/s
2026-02-23T12:14:15+00:00,LNK-01,TempGearbox_C,63.925,C
2026-02-23T12:14:15+00:00,LNK-01,TempMotor_C,59.494,C
2026-02-23T12:14:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T12:14:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T12:14:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T12:15:15+00:00,LNK-01,LineSpeed_mpm,179.96,m/min
2026-02-23T12:15:15+00:00,LNK-01,Tension_N,43.987,N
2026-02-23T12:15:15+00:00,LNK-01,SpoolRPM,1254.319,rpm
2026-02-23T12:15:15+00:00,LNK-01,SpoolDiameter_mm,539.345,mm
2026-02-23T12:15:15+00:00,LNK-01,MainMotorCurrent_A,40.116,A
2026-02-23T12:15:15+00:00,LNK-01,Vibration_mm_s,1.88,mm/s
2026-02-23T12:15:15+00:00,LNK-01,TempGearbox_C,63.315,C
2026-02-23T12:15:15+00:00,LNK-01,TempMotor_C,59.151,C
2026-02-23T12:15:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T12:15:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T12:15:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T12:16:15+00:00,LNK-01,LineSpeed_mpm,178.502,m/min
2026-02-23T12:16:15+00:00,LNK-01,Tension_N,44.126,N
2026-02-23T12:16:15+00:00,LNK-01,SpoolRPM,1256.06,rpm
2026-02-23T12:16:15+00:00,LNK-01,SpoolDiameter_mm,540.005,mm
2026-02-23T12:16:15+00:00,LNK-01,MainMotorCurrent_A,40.952,A
2026-02-23T12:16:15+00:00,LNK-01,Vibration_mm_s,1.798,mm/s
2026-02-23T12:16:15+00:00,LNK-01,TempGearbox_C,63.323,C
2026-02-23T12:16:15+00:00,LNK-01,TempMotor_C,59.511,C
2026-02-23T12:16:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T12:16:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T12:16:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T12:17:15+00:00,LNK-01,LineSpeed_mpm,179.086,m/min
2026-02-23T12:17:15+00:00,LNK-01,Tension_N,43.53,N
2026-02-23T12:17:15+00:00,LNK-01,SpoolRPM,1267.38,rpm
2026-02-23T12:17:15+00:00,LNK-01,SpoolDiameter_mm,539.651,mm
2026-02-23T12:17:15+00:00,LNK-01,MainMotorCurrent_A,40.334,A
2026-02-23T12:17:15+00:00,LNK-01,Vibration_mm_s,1.912,mm/s
2026-02-23T12:17:15+00:00,LNK-01,TempGearbox_C,63.78,C
2026-02-23T12:17:15+00:00,LNK-01,TempMotor_C,59.13,C
2026-02-23T12:17:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T12:17:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T12:17:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T12:18:15+00:00,LNK-01,LineSpeed_mpm,178.628,m/min
2026-02-23T12:18:15+00:00,LNK-01,Tension_N,43.891,N
2026-02-23T12:18:15+00:00,LNK-01,SpoolRPM,1259.203,rpm
2026-02-23T12:18:15+00:00,LNK-01,SpoolDiameter_mm,539.527,mm
2026-02-23T12:18:15+00:00,LNK-01,MainMotorCurrent_A,40.746,A
2026-02-23T12:18:15+00:00,LNK-01,Vibration_mm_s,1.894,mm/s
2026-02-23T12:18:15+00:00,LNK-01,TempGearbox_C,63.923,C
2026-02-23T12:18:15+00:00,LNK-01,TempMotor_C,59.057,C
2026-02-23T12:18:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T12:18:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T12:18:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T12:19:15+00:00,LNK-01,LineSpeed_mpm,179.861,m/min
2026-02-23T12:19:15+00:00,LNK-01,Tension_N,43.783,N
2026-02-23T12:19:15+00:00,LNK-01,SpoolRPM,1266.227,rpm
2026-02-23T12:19:15+00:00,LNK-01,SpoolDiameter_mm,539.289,mm
2026-02-23T12:19:15+00:00,LNK-01,MainMotorCurrent_A,39.885,A
2026-02-23T12:19:15+00:00,LNK-01,Vibration_mm_s,1.858,mm/s
2026-02-23T12:19:15+00:00,LNK-01,TempGearbox_C,63.475,C
2026-02-23T12:19:15+00:00,LNK-01,TempMotor_C,59.202,C
2026-02-23T12:19:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T12:19:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T12:19:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T12:20:15+00:00,LNK-01,LineSpeed_mpm,179.261,m/min
2026-02-23T12:20:15+00:00,LNK-01,Tension_N,44.487,N
2026-02-23T12:20:15+00:00,LNK-01,SpoolRPM,1259.545,rpm
2026-02-23T12:20:15+00:00,LNK-01,SpoolDiameter_mm,539.881,mm
2026-02-23T12:20:15+00:00,LNK-01,MainMotorCurrent_A,40.463,A
2026-02-23T12:20:15+00:00,LNK-01,Vibration_mm_s,1.794,mm/s
2026-02-23T12:20:15+00:00,LNK-01,TempGearbox_C,63.939,C
2026-02-23T12:20:15+00:00,LNK-01,TempMotor_C,59.65,C
2026-02-23T12:20:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T12:20:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T12:20:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T12:21:15+00:00,LNK-01,LineSpeed_mpm,182.149,m/min
2026-02-23T12:21:15+00:00,LNK-01,Tension_N,44.493,N
2026-02-23T12:21:15+00:00,LNK-01,SpoolRPM,1266.048,rpm
2026-02-23T12:21:15+00:00,LNK-01,SpoolDiameter_mm,539.166,mm
2026-02-23T12:21:15+00:00,LNK-01,MainMotorCurrent_A,40.361,A
2026-02-23T12:21:15+00:00,LNK-01,Vibration_mm_s,1.82,mm/s
2026-02-23T12:21:15+00:00,LNK-01,TempGearbox_C,63.462,C
2026-02-23T12:21:15+00:00,LNK-01,TempMotor_C,59.029,C
2026-02-23T12:21:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T12:21:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T12:21:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T12:22:15+00:00,LNK-01,LineSpeed_mpm,179.799,m/min
2026-02-23T12:22:15+00:00,LNK-01,Tension_N,44.566,N
2026-02-23T12:22:15+00:00,LNK-01,SpoolRPM,1256.726,rpm
2026-02-23T12:22:15+00:00,LNK-01,SpoolDiameter_mm,539.764,mm
2026-02-23T12:22:15+00:00,LNK-01,MainMotorCurrent_A,40.313,A
2026-02-23T12:22:15+00:00,LNK-01,Vibration_mm_s,1.853,mm/s
2026-02-23T12:22:15+00:00,LNK-01,TempGearbox_C,63.909,C
2026-02-23T12:22:15+00:00,LNK-01,TempMotor_C,59.779,C
2026-02-23T12:22:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T12:22:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T12:22:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T12:23:15+00:00,LNK-01,LineSpeed_mpm,180.518,m/min
2026-02-23T12:23:15+00:00,LNK-01,Tension_N,44.248,N
2026-02-23T12:23:15+00:00,LNK-01,SpoolRPM,1254.974,rpm
2026-02-23T12:23:15+00:00,LNK-01,SpoolDiameter_mm,539.257,mm
2026-02-23T12:23:15+00:00,LNK-01,MainMotorCurrent_A,41.136,A
2026-02-23T12:23:15+00:00,LNK-01,Vibration_mm_s,1.878,mm/s
2026-02-23T12:23:15+00:00,LNK-01,TempGearbox_C,63.578,C
2026-02-23T12:23:15+00:00,LNK-01,TempMotor_C,59.583,C
2026-02-23T12:23:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T12:23:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T12:23:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T12:24:15+00:00,LNK-01,LineSpeed_mpm,178.534,m/min
2026-02-23T12:24:15+00:00,LNK-01,Tension_N,44.09,N
2026-02-23T12:24:15+00:00,LNK-01,SpoolRPM,1260.557,rpm
2026-02-23T12:24:15+00:00,LNK-01,SpoolDiameter_mm,539.793,mm
2026-02-23T12:24:15+00:00,LNK-01,MainMotorCurrent_A,39.839,A
2026-02-23T12:24:15+00:00,LNK-01,Vibration_mm_s,1.939,mm/s
2026-02-23T12:24:15+00:00,LNK-01,TempGearbox_C,63.211,C
2026-02-23T12:24:15+00:00,LNK-01,TempMotor_C,59.134,C
2026-02-23T12:24:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T12:24:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T12:24:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T12:25:15+00:00,LNK-01,LineSpeed_mpm,180.696,m/min
2026-02-23T12:25:15+00:00,LNK-01,Tension_N,44.202,N
2026-02-23T12:25:15+00:00,LNK-01,SpoolRPM,1256.289,rpm
2026-02-23T12:25:15+00:00,LNK-01,SpoolDiameter_mm,539.04,mm
2026-02-23T12:25:15+00:00,LNK-01,MainMotorCurrent_A,41.013,A
2026-02-23T12:25:15+00:00,LNK-01,Vibration_mm_s,1.824,mm/s
2026-02-23T12:25:15+00:00,LNK-01,TempGearbox_C,63.624,C
2026-02-23T12:25:15+00:00,LNK-01,TempMotor_C,59.482,C
2026-02-23T12:25:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T12:25:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T12:25:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T12:26:15+00:00,LNK-01,LineSpeed_mpm,180.004,m/min
2026-02-23T12:26:15+00:00,LNK-01,Tension_N,44.094,N
2026-02-23T12:26:15+00:00,LNK-01,SpoolRPM,1260.905,rpm
2026-02-23T12:26:15+00:00,LNK-01,SpoolDiameter_mm,539.835,mm
2026-02-23T12:26:15+00:00,LNK-01,MainMotorCurrent_A,39.917,A
2026-02-23T12:26:15+00:00,LNK-01,Vibration_mm_s,1.899,mm/s
2026-02-23T12:26:15+00:00,LNK-01,TempGearbox_C,63.341,C
2026-02-23T12:26:15+00:00,LNK-01,TempMotor_C,59.304,C
2026-02-23T12:26:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T12:26:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T12:26:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T12:27:15+00:00,LNK-01,LineSpeed_mpm,181.025,m/min
2026-02-23T12:27:15+00:00,LNK-01,Tension_N,43.756,N
2026-02-23T12:27:15+00:00,LNK-01,SpoolRPM,1257.613,rpm
2026-02-23T12:27:15+00:00,LNK-01,SpoolDiameter_mm,539.632,mm
2026-02-23T12:27:15+00:00,LNK-01,MainMotorCurrent_A,39.707,A
2026-02-23T12:27:15+00:00,LNK-01,Vibration_mm_s,1.858,mm/s
2026-02-23T12:27:15+00:00,LNK-01,TempGearbox_C,63.951,C
2026-02-23T12:27:15+00:00,LNK-01,TempMotor_C,59.786,C
2026-02-23T12:27:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T12:27:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T12:27:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T12:28:15+00:00,LNK-01,LineSpeed_mpm,178.642,m/min
2026-02-23T12:28:15+00:00,LNK-01,Tension_N,43.655,N
2026-02-23T12:28:15+00:00,LNK-01,SpoolRPM,1256.812,rpm
2026-02-23T12:28:15+00:00,LNK-01,SpoolDiameter_mm,539.793,mm
2026-02-23T12:28:15+00:00,LNK-01,MainMotorCurrent_A,41.002,A
2026-02-23T12:28:15+00:00,LNK-01,Vibration_mm_s,1.925,mm/s
2026-02-23T12:28:15+00:00,LNK-01,TempGearbox_C,63.449,C
2026-02-23T12:28:15+00:00,LNK-01,TempMotor_C,59.116,C
2026-02-23T12:28:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T12:28:15+00:00,LNK-01,WireBreak,0.0,flag
